Headline,NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,NumOfAdjectives,Bigrams,Bi-freq,unigrams,un-freq,trigram,tri-freq,Label
"Long-lost family surprises shocked war hero
",6,43,0,0,0,0,"[('family', 'surprises'), ('surprises', 'war'), ('war', 'hero')]",6,"[('family',), ('surprises',), ('war',), ('hero',)]",4,"[('family', 'surprises', 'war'), ('surprises', 'war', 'hero')]",6,0
"New Biologic Drugs Target the Root of Asthma
",8,44,0,0,0,0,"[('biologic', 'drugs'), ('drugs', 'root'), ('root', 'asthma')]",6,"[('biologic',), ('drugs',), ('root',), ('asthma',)]",4,"[('biologic', 'drugs', 'root'), ('drugs', 'root', 'asthma')]",6,0
"How a 'madman' hopes to spark conversations about mental illness
",10,64,0,0,0,0,"[(""'madman"", 'hopes'), ('hopes', 'conversations'), ('conversations', 'illness')]",6,"[(""'madman"",), ('hopes',), ('conversations',), ('illness',)]",4,"[(""'madman"", 'hopes', 'conversations'), ('hopes', 'conversations', 'illness')]",6,0
"Aung San Suu Kyi to be stripped of Oxford honor
",10,47,0,0,0,0,"[('suu', 'kyi'), ('kyi', 'oxford'), ('oxford', 'honor')]",6,"[('suu',), ('kyi',), ('oxford',), ('honor',)]",4,"[('suu', 'kyi', 'oxford'), ('kyi', 'oxford', 'honor')]",6,0
"Hill Russia investigators: Panel still searching for 'any hint of collusion'
",11,76,1,0,0,0,"[('hill', 'russia'), ('russia', 'investigators'), ('investigators', 'panel'), ('panel', 'hint'), ('hint', 'collusion')]",10,"[('hill',), ('russia',), ('investigators',), ('panel',), ('hint',), ('collusion',)]",6,"[('hill', 'russia', 'investigators'), ('russia', 'investigators', 'panel'), ('investigators', 'panel', 'hint'), ('panel', 'hint', 'collusion')]",12,0
"Defense challenges doctor's finding in Kim killing case
",8,55,0,0,0,0,"[('defense', 'doctor'), ('doctor', 'finding'), ('finding', 'kim'), ('kim', 'killing'), ('killing', 'case')]",10,"[('defense',), ('doctor',), ('finding',), ('kim',), ('killing',), ('case',)]",6,"[('defense', 'doctor', 'finding'), ('doctor', 'finding', 'kim'), ('finding', 'kim', 'killing'), ('kim', 'killing', 'case')]",12,0
"Walmart Puts Its Eggs in a Time-Saving Basket: Grocery Pickup
",10,61,1,0,0,0,"[('walmart', 'eggs'), ('eggs', 'basket'), ('basket', 'grocery'), ('grocery', 'pickup')]",8,"[('walmart',), ('eggs',), ('basket',), ('grocery',), ('pickup',)]",5,"[('walmart', 'eggs', 'basket'), ('eggs', 'basket', 'grocery'), ('basket', 'grocery', 'pickup')]",9,0
"Carter Page: I'll plead Fifth to Senate Russia probe
",9,52,1,0,0,0,"[('carter', 'page'), ('page', 'i'), ('i', 'russia'), ('russia', 'probe')]",8,"[('carter',), ('page',), ('i',), ('russia',), ('probe',)]",5,"[('carter', 'page', 'i'), ('page', 'i', 'russia'), ('i', 'russia', 'probe')]",9,0
"Catalan leader under pressure to drop independence
",7,50,0,0,0,0,"[('leader', 'pressure'), ('pressure', 'independence')]",4,"[('leader',), ('pressure',), ('independence',)]",3,"[('leader', 'pressure', 'independence')]",3,0
"Harvey Weinstein 'sent email plea ahead of firing'
",8,50,0,0,0,0,"[('harvey', 'email'), ('email', 'plea')]",4,"[('harvey',), ('email',), ('plea',)]",3,"[('harvey', 'email', 'plea')]",3,0
"Are Tillerson's days numbered?
",4,30,0,0,0,0,"[('tillerson', 'days')]",2,"[('tillerson',), ('days',)]",2,[],1,0
"Peter Kraus returning to 'Bachelor' franchise
",6,45,0,0,0,0,"[('peter', ""'bachelor""), (""'bachelor"", 'franchise')]",4,"[('peter',), (""'bachelor"",), ('franchise',)]",3,"[('peter', ""'bachelor"", 'franchise')]",3,0
"Danish Police Recover Body Parts of the Journalist Kim Wall
",10,59,0,0,0,0,"[('police', 'body'), ('body', 'parts'), ('parts', 'journalist'), ('journalist', 'kim'), ('kim', 'wall')]",10,"[('police',), ('body',), ('parts',), ('journalist',), ('kim',), ('wall',)]",6,"[('police', 'body', 'parts'), ('body', 'parts', 'journalist'), ('parts', 'journalist', 'kim'), ('journalist', 'kim', 'wall')]",12,0
"CSX customers demand end to shipping bottlenecks as CEO apologizes
",10,66,0,0,2,0,"[('csx', 'customers'), ('customers', 'bottlenecks'), ('bottlenecks', 'ceo'), ('ceo', 'apologizes')]",8,"[('csx',), ('customers',), ('bottlenecks',), ('ceo',), ('apologizes',)]",5,"[('csx', 'customers', 'bottlenecks'), ('customers', 'bottlenecks', 'ceo'), ('bottlenecks', 'ceo', 'apologizes')]",9,0
"Disney's Tiffany Thornton defends remarrying two years after husband died
",10,73,0,0,0,0,"[('disney', 'thornton'), ('thornton', 'years'), ('years', 'husband')]",6,"[('disney',), ('thornton',), ('years',), ('husband',)]",4,"[('disney', 'thornton', 'years'), ('thornton', 'years', 'husband')]",6,0
"Rising number of children prey to deadly malnutrition in conflict-hit Mali: U.N.
",12,80,3,0,0,0,"[('number', 'children'), ('children', 'malnutrition'), ('malnutrition', 'mali'), ('mali', 'u.n')]",8,"[('number',), ('children',), ('malnutrition',), ('mali',), ('u.n',)]",5,"[('number', 'children', 'malnutrition'), ('children', 'malnutrition', 'mali'), ('malnutrition', 'mali', 'u.n')]",9,0
"Security guard who found Vegas gunman was alone and unarmed: 'I was just doing my job'
",16,86,1,0,0,0,"[('security', 'guard'), ('guard', 'gunman'), ('gunman', ""'i""), (""'i"", 'job')]",8,"[('security',), ('guard',), ('gunman',), (""'i"",), ('job',)]",5,"[('security', 'guard', 'gunman'), ('guard', 'gunman', ""'i""), ('gunman', ""'i"", 'job')]",9,0
"Jason Aldean opens 'SNL' playing Tom Petty's 'I Won't Back Down'
",11,64,0,0,1,0,"[('jason', 'petty'), ('petty', ""'i"")]",4,"[('jason',), ('petty',), (""'i"",)]",3,"[('jason', 'petty', ""'i"")]",3,0
"People we've lost in 2017
",5,25,0,0,0,0,[],1,"[('people',)]",1,[],1,0
"Gun control debate enters country music community
",7,49,0,0,0,0,"[('gun', 'control'), ('control', 'debate'), ('debate', 'enters'), ('enters', 'country'), ('country', 'music'), ('music', 'community')]",12,"[('gun',), ('control',), ('debate',), ('enters',), ('country',), ('music',), ('community',)]",7,"[('gun', 'control', 'debate'), ('control', 'debate', 'enters'), ('debate', 'enters', 'country'), ('enters', 'country', 'music'), ('country', 'music', 'community')]",15,0
"Hollywood reacts to Harvey Weinstein abuse claims
",7,49,0,0,0,0,"[('hollywood', 'reacts'), ('reacts', 'abuse'), ('abuse', 'claims')]",6,"[('hollywood',), ('reacts',), ('abuse',), ('claims',)]",4,"[('hollywood', 'reacts', 'abuse'), ('reacts', 'abuse', 'claims')]",6,0
"Qualcomm offers EU concessions over $38 billion NXP takeover bid
",10,64,0,0,2,0,"[('qualcomm', 'offers'), ('offers', 'concessions'), ('concessions', 'takeover'), ('takeover', 'bid')]",8,"[('qualcomm',), ('offers',), ('concessions',), ('takeover',), ('bid',)]",5,"[('qualcomm', 'offers', 'concessions'), ('offers', 'concessions', 'takeover'), ('concessions', 'takeover', 'bid')]",9,0
"Opinion: Is sexual jealousy inevitable in relationships?
",7,56,1,0,0,0,"[('opinion', 'jealousy'), ('jealousy', 'relationships')]",4,"[('opinion',), ('jealousy',), ('relationships',)]",3,"[('opinion', 'jealousy', 'relationships')]",3,0
"Trinidad and Tobago 2-1 USA
",5,27,0,0,1,0,"[('trinidad', 'usa')]",2,"[('trinidad',), ('usa',)]",2,[],1,0
"Aussie Rules: Readers Respond
",4,29,1,0,0,0,"[('aussie', 'rules'), ('rules', 'readers')]",4,"[('aussie',), ('rules',), ('readers',)]",3,"[('aussie', 'rules', 'readers')]",3,0
"Cohen says Trump tweets like a 'real housewife'
",8,47,0,0,0,0,"[('cohen', 'tweets'), ('tweets', 'housewife')]",4,"[('cohen',), ('tweets',), ('housewife',)]",3,"[('cohen', 'tweets', 'housewife')]",3,0
"North Korean Hackers Stole U.S.-South Korean Military Plans, Lawmaker Says
",10,74,3,1,0,0,"[('hackers', 'plans'), ('plans', 'lawmaker')]",4,"[('hackers',), ('plans',), ('lawmaker',)]",3,"[('hackers', 'plans', 'lawmaker')]",3,0
"Weinstein on indefinite leave as company investigates allegations
",8,65,0,0,0,0,"[('weinstein', 'company'), ('company', 'allegations')]",4,"[('weinstein',), ('company',), ('allegations',)]",3,"[('weinstein', 'company', 'allegations')]",3,0
"France's Engie to look closely at Brazil Eletrobras assets
",9,58,0,0,0,0,"[('france', 'engie'), ('engie', 'brazil'), ('brazil', 'eletrobras'), ('eletrobras', 'assets')]",8,"[('france',), ('engie',), ('brazil',), ('eletrobras',), ('assets',)]",5,"[('france', 'engie', 'brazil'), ('engie', 'brazil', 'eletrobras'), ('brazil', 'eletrobras', 'assets')]",9,0
"U.S. flies bombers over Korea as Trump discusses options
",9,56,2,0,0,0,"[('flies', 'bombers'), ('bombers', 'trump'), ('trump', 'discusses'), ('discusses', 'options')]",8,"[('flies',), ('bombers',), ('trump',), ('discusses',), ('options',)]",5,"[('flies', 'bombers', 'trump'), ('bombers', 'trump', 'discusses'), ('trump', 'discusses', 'options')]",9,0
"Italy calls confidence vote on contested electoral law
",8,54,0,0,0,0,"[('italy', 'confidence'), ('confidence', 'vote'), ('vote', 'law')]",6,"[('italy',), ('confidence',), ('vote',), ('law',)]",4,"[('italy', 'confidence', 'vote'), ('confidence', 'vote', 'law')]",6,0
"Chinese watchdog says 1.34 million officials punished for graft since 2013
",11,74,1,0,0,0,"[('watchdog', 'officials'), ('officials', 'graft')]",4,"[('watchdog',), ('officials',), ('graft',)]",3,"[('watchdog', 'officials', 'graft')]",3,0
"Egypt's Cheiron wins tie-up with Pemex for Mexican onshore oil field
",11,68,0,0,0,0,"[('egypt', 'cheiron'), ('cheiron', 'pemex'), ('pemex', 'onshore'), ('onshore', 'oil'), ('oil', 'field')]",10,"[('egypt',), ('cheiron',), ('pemex',), ('onshore',), ('oil',), ('field',)]",6,"[('egypt', 'cheiron', 'pemex'), ('cheiron', 'pemex', 'onshore'), ('pemex', 'onshore', 'oil'), ('onshore', 'oil', 'field')]",12,0
"Search ends for bodies in Mexico City after earthquake
",9,54,0,0,0,0,"[('search', 'bodies'), ('bodies', 'city'), ('city', 'earthquake')]",6,"[('search',), ('bodies',), ('city',), ('earthquake',)]",4,"[('search', 'bodies', 'city'), ('bodies', 'city', 'earthquake')]",6,0
"Mark Foster: How the Vegas shooting changed us
",8,46,1,0,0,0,"[('mark', 'foster'), ('foster', 'vegas')]",4,"[('mark',), ('foster',), ('vegas',)]",3,"[('mark', 'foster', 'vegas')]",3,0
"Careers for Women in Technology Companies Are a Global Challenge
",10,64,0,0,0,0,"[('careers', 'women'), ('women', 'technology'), ('technology', 'companies'), ('companies', 'challenge')]",8,"[('careers',), ('women',), ('technology',), ('companies',), ('challenge',)]",5,"[('careers', 'women', 'technology'), ('women', 'technology', 'companies'), ('technology', 'companies', 'challenge')]",9,0
"Ryder Cup captain Thomas Bjorn expects Tyrrell Hatton to make Europe's side
",12,75,0,0,0,0,"[('ryder', 'cup'), ('cup', 'captain'), ('captain', 'hatton'), ('hatton', 'europe'), ('europe', 'side')]",10,"[('ryder',), ('cup',), ('captain',), ('hatton',), ('europe',), ('side',)]",6,"[('ryder', 'cup', 'captain'), ('cup', 'captain', 'hatton'), ('captain', 'hatton', 'europe'), ('hatton', 'europe', 'side')]",12,0
"Athenia: Is this the wreck of the first British ship torpedoed in WW2?
",13,70,1,0,1,0,"[('athenia', 'wreck'), ('wreck', 'ship'), ('ship', 'torpedoed'), ('torpedoed', 'ww2')]",8,"[('athenia',), ('wreck',), ('ship',), ('torpedoed',), ('ww2',)]",5,"[('athenia', 'wreck', 'ship'), ('wreck', 'ship', 'torpedoed'), ('ship', 'torpedoed', 'ww2')]",9,0
"Tokyo Governor Koike: No need for big change in monetary policy
",11,63,1,0,0,0,"[('tokyo', 'governor'), ('governor', 'koike'), ('koike', 'need'), ('need', 'change'), ('change', 'policy')]",10,"[('tokyo',), ('governor',), ('koike',), ('need',), ('change',), ('policy',)]",6,"[('tokyo', 'governor', 'koike'), ('governor', 'koike', 'need'), ('koike', 'need', 'change'), ('need', 'change', 'policy')]",12,0
"Rock and Roll Hall of Fame 2018 nominees announced
",9,50,0,0,0,0,"[('rock', 'hall'), ('hall', 'fame'), ('fame', 'nominees')]",6,"[('rock',), ('hall',), ('fame',), ('nominees',)]",4,"[('rock', 'hall', 'fame'), ('hall', 'fame', 'nominees')]",6,0
"McIlroy plots ambitious haul after injury-marred 2017
",7,53,0,0,0,0,"[('plots', 'haul')]",2,"[('plots',), ('haul',)]",2,[],1,0
"How Europe’s Last Dictatorship Became a Tech Hub
",8,48,0,0,0,0,"[('’', 's'), ('s', 'dictatorship'), ('dictatorship', 'tech'), ('tech', 'hub')]",8,"[('’',), ('s',), ('dictatorship',), ('tech',), ('hub',)]",5,"[('’', 's', 'dictatorship'), ('s', 'dictatorship', 'tech'), ('dictatorship', 'tech', 'hub')]",9,0
"Rohingya, Harvey Weinstein, South Korea: Your Thursday Briefing
",8,63,3,0,0,0,"[('rohingya', 'harvey'), ('harvey', 'weinstein'), ('weinstein', 'korea'), ('korea', 'thursday'), ('thursday', 'briefing')]",10,"[('rohingya',), ('harvey',), ('weinstein',), ('korea',), ('thursday',), ('briefing',)]",6,"[('rohingya', 'harvey', 'weinstein'), ('harvey', 'weinstein', 'korea'), ('weinstein', 'korea', 'thursday'), ('korea', 'thursday', 'briefing')]",12,0
"Nationals Stage a Late Comeback, Perhaps Exorcising Postseason Demons
",9,69,1,0,0,0,"[('nationals', 'comeback'), ('comeback', 'postseason'), ('postseason', 'demons')]",6,"[('nationals',), ('comeback',), ('postseason',), ('demons',)]",4,"[('nationals', 'comeback', 'postseason'), ('comeback', 'postseason', 'demons')]",6,0
"India rape: Child's baby 'was fathered by second uncle'
",9,55,1,0,0,0,"[('rape', 'child'), ('child', 'baby'), ('baby', 'uncle')]",6,"[('rape',), ('child',), ('baby',), ('uncle',)]",4,"[('rape', 'child', 'baby'), ('child', 'baby', 'uncle')]",6,0
"Burnett calls out Clinton over Weinstein
",6,40,0,0,0,0,"[('burnett', 'clinton'), ('clinton', 'weinstein')]",4,"[('burnett',), ('clinton',), ('weinstein',)]",3,"[('burnett', 'clinton', 'weinstein')]",3,0
"Pharma's Puerto Rico problems could mean drug shortages: FDA chief
",10,66,1,0,1,0,"[('pharma', 'puerto'), ('puerto', 'rico'), ('rico', 'problems'), ('problems', 'drug'), ('drug', 'shortages'), ('shortages', 'fda'), ('fda', 'chief')]",14,"[('pharma',), ('puerto',), ('rico',), ('problems',), ('drug',), ('shortages',), ('fda',), ('chief',)]",8,"[('pharma', 'puerto', 'rico'), ('puerto', 'rico', 'problems'), ('rico', 'problems', 'drug'), ('problems', 'drug', 'shortages'), ('drug', 'shortages', 'fda'), ('shortages', 'fda', 'chief')]",18,0
"Joe Girardi Takes His Medicine - a Barrage of Boos in the Bronx
",13,63,0,0,0,0,"[('joe', 'girardi'), ('girardi', 'medicine'), ('medicine', 'barrage'), ('barrage', 'boos'), ('boos', 'bronx')]",10,"[('joe',), ('girardi',), ('medicine',), ('barrage',), ('boos',), ('bronx',)]",6,"[('joe', 'girardi', 'medicine'), ('girardi', 'medicine', 'barrage'), ('medicine', 'barrage', 'boos'), ('barrage', 'boos', 'bronx')]",12,0
"Eminem attacks Trump in freestyle rap at BET Hip Hop Awards
",11,59,0,0,1,0,"[('eminem', 'attacks'), ('attacks', 'rap'), ('rap', 'hip'), ('hip', 'hop'), ('hop', 'awards')]",10,"[('eminem',), ('attacks',), ('rap',), ('hip',), ('hop',), ('awards',)]",6,"[('eminem', 'attacks', 'rap'), ('attacks', 'rap', 'hip'), ('rap', 'hip', 'hop'), ('hip', 'hop', 'awards')]",12,0
"Song dynasty bowl shatters world record for Chinese ceramics, fetches $37.7 million in HK sale
",15,94,2,0,1,0,"[('song', 'dynasty'), ('dynasty', 'bowl'), ('bowl', 'shatters'), ('shatters', 'world'), ('world', 'record'), ('record', 'ceramics'), ('ceramics', 'fetches'), ('fetches', 'sale')]",16,"[('song',), ('dynasty',), ('bowl',), ('shatters',), ('world',), ('record',), ('ceramics',), ('fetches',), ('sale',)]",9,"[('song', 'dynasty', 'bowl'), ('dynasty', 'bowl', 'shatters'), ('bowl', 'shatters', 'world'), ('shatters', 'world', 'record'), ('world', 'record', 'ceramics'), ('record', 'ceramics', 'fetches'), ('ceramics', 'fetches', 'sale')]",21,0
"Tropical Storm Ophelia forms over the open Atlantic
",8,51,0,0,0,0,"[('storm', 'ophelia'), ('ophelia', 'forms'), ('forms', 'atlantic')]",6,"[('storm',), ('ophelia',), ('forms',), ('atlantic',)]",4,"[('storm', 'ophelia', 'forms'), ('ophelia', 'forms', 'atlantic')]",6,0
"Linklater's war veteran comedy speaks to modern America, says star
",10,66,1,0,0,0,"[('linklater', 'war'), ('war', 'veteran'), ('veteran', 'comedy'), ('comedy', 'speaks'), ('speaks', 'america'), ('america', 'star')]",12,"[('linklater',), ('war',), ('veteran',), ('comedy',), ('speaks',), ('america',), ('star',)]",7,"[('linklater', 'war', 'veteran'), ('war', 'veteran', 'comedy'), ('veteran', 'comedy', 'speaks'), ('comedy', 'speaks', 'america'), ('speaks', 'america', 'star')]",15,0
"Steve Bannon's war against Mitch McConnell
",6,42,0,0,0,0,"[('steve', 'bannon'), ('bannon', 'war'), ('war', 'mitch'), ('mitch', 'mcconnell')]",8,"[('steve',), ('bannon',), ('war',), ('mitch',), ('mcconnell',)]",5,"[('steve', 'bannon', 'war'), ('bannon', 'war', 'mitch'), ('war', 'mitch', 'mcconnell')]",9,0
"The Last Jedi trailer: Four big questions we want the answers to
",12,64,1,0,0,0,"[('jedi', 'trailer'), ('trailer', 'questions'), ('questions', 'answers')]",6,"[('jedi',), ('trailer',), ('questions',), ('answers',)]",4,"[('jedi', 'trailer', 'questions'), ('trailer', 'questions', 'answers')]",6,0
"Catalonia: Carles Puigdemont criticizes Spanish King
",6,52,1,0,0,0,"[('catalonia', 'carles'), ('carles', 'king')]",4,"[('catalonia',), ('carles',), ('king',)]",3,"[('catalonia', 'carles', 'king')]",3,0
"AIBA president Wu suspended by amateur body
",7,43,0,0,1,0,"[('president', 'wu'), ('wu', 'body')]",4,"[('president',), ('wu',), ('body',)]",3,"[('president', 'wu', 'body')]",3,0
"New Coach Reminds Fans That Purdue Has a Football Team
",10,54,0,0,0,0,"[('coach', 'reminds'), ('reminds', 'fans'), ('fans', 'football'), ('football', 'team')]",8,"[('coach',), ('reminds',), ('fans',), ('football',), ('team',)]",5,"[('coach', 'reminds', 'fans'), ('reminds', 'fans', 'football'), ('fans', 'football', 'team')]",9,0
"Interior secretary's trips may have violated law
",7,48,0,0,0,0,"[('secretary', 'trips'), ('trips', 'law')]",4,"[('secretary',), ('trips',), ('law',)]",3,"[('secretary', 'trips', 'law')]",3,0
"BBC Young Sports Personality of the Year 2017: Nominations open
",10,63,1,0,1,0,"[('bbc', 'sports'), ('sports', 'personality'), ('personality', 'year'), ('year', 'nominations')]",8,"[('bbc',), ('sports',), ('personality',), ('year',), ('nominations',)]",5,"[('bbc', 'sports', 'personality'), ('sports', 'personality', 'year'), ('personality', 'year', 'nominations')]",9,0
"What’s that smell? Secrets of famously pungent durian fruit revealed
",10,68,0,0,0,0,"[('s', 'smell'), ('smell', 'secrets'), ('secrets', 'fruit')]",6,"[('s',), ('smell',), ('secrets',), ('fruit',)]",4,"[('s', 'smell', 'secrets'), ('smell', 'secrets', 'fruit')]",6,0
"Ivanka Trump rebrands -- again
",5,30,0,1,0,0,"[('trump', 'rebrands')]",2,"[('trump',), ('rebrands',)]",2,[],1,0
"Yemenis See Turning Point After Ousting Qaeda Militants in South
",10,64,0,0,0,0,"[('yemenis', 'point'), ('point', 'militants'), ('militants', 'south')]",6,"[('yemenis',), ('point',), ('militants',), ('south',)]",4,"[('yemenis', 'point', 'militants'), ('point', 'militants', 'south')]",6,0
"Colbert surprises 'Last Week Tonight' audience
",6,46,0,0,0,0,"[('colbert', 'surprises'), ('surprises', 'week'), ('week', 'tonight'), ('tonight', 'audience')]",8,"[('colbert',), ('surprises',), ('week',), ('tonight',), ('audience',)]",5,"[('colbert', 'surprises', 'week'), ('surprises', 'week', 'tonight'), ('week', 'tonight', 'audience')]",9,0
"Tom Petty's daughter angered over death report
",7,46,0,0,0,0,"[('tom', 'petty'), ('petty', 'daughter'), ('daughter', 'death'), ('death', 'report')]",8,"[('tom',), ('petty',), ('daughter',), ('death',), ('report',)]",5,"[('tom', 'petty', 'daughter'), ('petty', 'daughter', 'death'), ('daughter', 'death', 'report')]",9,0
"Chinese citizens buying opulent mansions in US
",7,46,0,0,1,0,"[('citizens', 'mansions')]",2,"[('citizens',), ('mansions',)]",2,[],1,0
"Review: A Cheery Portrait of Severe Disability in ‘Breathe’
",9,59,1,0,0,0,"[('review', 'portrait'), ('portrait', 'disability'), ('disability', '‘'), ('‘', 'breathe'), ('breathe', '’')]",10,"[('review',), ('portrait',), ('disability',), ('‘',), ('breathe',), ('’',)]",6,"[('review', 'portrait', 'disability'), ('portrait', 'disability', '‘'), ('disability', '‘', 'breathe'), ('‘', 'breathe', '’')]",12,0
"Germany's DEA Deutsche Erdoel wins onshore Pemex tie-up in Mexico
",10,65,0,0,1,0,"[('germany', 'dea'), ('dea', 'deutsche'), ('deutsche', 'erdoel'), ('erdoel', 'tie-up'), ('tie-up', 'mexico')]",10,"[('germany',), ('dea',), ('deutsche',), ('erdoel',), ('tie-up',), ('mexico',)]",6,"[('germany', 'dea', 'deutsche'), ('dea', 'deutsche', 'erdoel'), ('deutsche', 'erdoel', 'tie-up'), ('erdoel', 'tie-up', 'mexico')]",12,0
"Italian effort to stop migrants fuels bloody battle in Libya
",10,60,0,0,0,0,"[('effort', 'migrants'), ('migrants', 'battle'), ('battle', 'libya')]",6,"[('effort',), ('migrants',), ('battle',), ('libya',)]",4,"[('effort', 'migrants', 'battle'), ('migrants', 'battle', 'libya')]",6,0
"CNN Hero Mona Patel
",4,19,0,0,1,0,"[('cnn', 'hero'), ('hero', 'mona'), ('mona', 'patel')]",6,"[('cnn',), ('hero',), ('mona',), ('patel',)]",4,"[('cnn', 'hero', 'mona'), ('hero', 'mona', 'patel')]",6,0
"Tropical Storm Nate could strike US Gulf Coast as hurricane this weekend
",12,72,0,0,1,0,"[('storm', 'nate'), ('nate', 'coast'), ('coast', 'hurricane'), ('hurricane', 'weekend')]",8,"[('storm',), ('nate',), ('coast',), ('hurricane',), ('weekend',)]",5,"[('storm', 'nate', 'coast'), ('nate', 'coast', 'hurricane'), ('coast', 'hurricane', 'weekend')]",9,0
"Globalization, migration fears reawaken Germans' interest in 'Heimat'
",8,69,1,0,0,0,"[('globalization', 'migration'), ('migration', 'fears'), ('fears', 'germans'), ('germans', 'interest'), ('interest', ""'heimat"")]",10,"[('globalization',), ('migration',), ('fears',), ('germans',), ('interest',), (""'heimat"",)]",6,"[('globalization', 'migration', 'fears'), ('migration', 'fears', 'germans'), ('fears', 'germans', 'interest'), ('germans', 'interest', ""'heimat"")]",12,0
"Britain could join NAFTA if Brexit trade deal fails: Telegraph newspaper
",11,72,1,0,1,0,"[('britain', 'trade'), ('trade', 'deal'), ('deal', 'telegraph'), ('telegraph', 'newspaper')]",8,"[('britain',), ('trade',), ('deal',), ('telegraph',), ('newspaper',)]",5,"[('britain', 'trade', 'deal'), ('trade', 'deal', 'telegraph'), ('deal', 'telegraph', 'newspaper')]",9,0
"Swiss police to expel two Tunisians linked to Marseille attacker
",10,64,0,0,0,0,"[('police', 'tunisians'), ('tunisians', 'attacker')]",4,"[('police',), ('tunisians',), ('attacker',)]",3,"[('police', 'tunisians', 'attacker')]",3,0
"Brazil to ramp up oil production before 'renewable era' hits: official
",11,70,1,0,0,0,"[('brazil', 'oil'), ('oil', 'production'), ('production', 'era'), ('era', 'hits'), ('hits', 'official')]",10,"[('brazil',), ('oil',), ('production',), ('era',), ('hits',), ('official',)]",6,"[('brazil', 'oil', 'production'), ('oil', 'production', 'era'), ('production', 'era', 'hits'), ('era', 'hits', 'official')]",12,0
"U.N. denies India singled out over slavery estimates
",8,52,2,0,0,0,"[('denies', 'slavery'), ('slavery', 'estimates')]",4,"[('denies',), ('slavery',), ('estimates',)]",3,"[('denies', 'slavery', 'estimates')]",3,0
"What a shot! 23 amazing sports photos
",7,37,0,0,0,0,"[('shot', 'sports'), ('sports', 'photos')]",4,"[('shot',), ('sports',), ('photos',)]",3,"[('shot', 'sports', 'photos')]",3,0
"Microscope trailblazers win chemistry Nobel for 'freeze framing' life
",9,69,0,0,0,0,"[('microscope', 'trailblazers'), ('trailblazers', 'chemistry'), ('chemistry', 'nobel'), ('nobel', 'framing'), ('framing', 'life')]",10,"[('microscope',), ('trailblazers',), ('chemistry',), ('nobel',), ('framing',), ('life',)]",6,"[('microscope', 'trailblazers', 'chemistry'), ('trailblazers', 'chemistry', 'nobel'), ('chemistry', 'nobel', 'framing'), ('nobel', 'framing', 'life')]",12,0
"'Loving Vincent' brings Van Gogh's art alive
",7,44,0,0,0,0,"[('vincent', 'brings'), ('brings', 'gogh'), ('gogh', 'art')]",6,"[('vincent',), ('brings',), ('gogh',), ('art',)]",4,"[('vincent', 'brings', 'gogh'), ('brings', 'gogh', 'art')]",6,0
"The dying art of the great song intro
",8,37,0,0,0,0,"[('art', 'song'), ('song', 'intro')]",4,"[('art',), ('song',), ('intro',)]",3,"[('art', 'song', 'intro')]",3,0
"World Cup 2018: Have England improved since the 2014 World Cup?
",11,63,1,0,0,0,"[('world', 'cup'), ('cup', 'world'), ('world', 'cup')]",6,"[('world',), ('cup',), ('world',), ('cup',)]",4,"[('world', 'cup', 'world'), ('cup', 'world', 'cup')]",6,0
"US kidnapping: Man gives $9,000 reward money to victim
",9,54,2,0,1,0,"[('kidnapping', 'man'), ('man', 'reward'), ('reward', 'money')]",6,"[('kidnapping',), ('man',), ('reward',), ('money',)]",4,"[('kidnapping', 'man', 'reward'), ('man', 'reward', 'money')]",6,0
"Yemen's cholera crisis laid bare in new hospital footage
",9,56,0,0,0,0,"[('yemen', 'cholera'), ('cholera', 'crisis'), ('crisis', 'bare'), ('bare', 'hospital'), ('hospital', 'footage')]",10,"[('yemen',), ('cholera',), ('crisis',), ('bare',), ('hospital',), ('footage',)]",6,"[('yemen', 'cholera', 'crisis'), ('cholera', 'crisis', 'bare'), ('crisis', 'bare', 'hospital'), ('bare', 'hospital', 'footage')]",12,0
"Harlem hatter brings past to life​
",6,34,0,0,0,0,"[('harlem', 'hatter')]",2,"[('harlem',), ('hatter',)]",2,[],1,0
"California fires: Thirteen dead in wine country
",7,47,1,0,0,0,"[('california', 'fires'), ('fires', 'country')]",4,"[('california',), ('fires',), ('country',)]",3,"[('california', 'fires', 'country')]",3,0
"Americans Jailed After Failed Coup in Turkey Are Hostages to Politics
",11,69,0,0,0,0,"[('americans', 'coup'), ('coup', 'turkey'), ('turkey', 'hostages'), ('hostages', 'politics')]",8,"[('americans',), ('coup',), ('turkey',), ('hostages',), ('politics',)]",5,"[('americans', 'coup', 'turkey'), ('coup', 'turkey', 'hostages'), ('turkey', 'hostages', 'politics')]",9,0
"Ford Chief Outlines Investment Shift Away From Passenger Cars
",9,61,0,0,0,0,"[('ford', 'chief'), ('chief', 'outlines'), ('outlines', 'investment'), ('investment', 'shift'), ('shift', 'passenger'), ('passenger', 'cars')]",12,"[('ford',), ('chief',), ('outlines',), ('investment',), ('shift',), ('passenger',), ('cars',)]",7,"[('ford', 'chief', 'outlines'), ('chief', 'outlines', 'investment'), ('outlines', 'investment', 'shift'), ('investment', 'shift', 'passenger'), ('shift', 'passenger', 'cars')]",15,0
